timestamp,open,high,low,close,sma_5,sma_10,ema_5,ema_10
2025-08-01 01:56:00,115300.0,115300.01,115227.48,115263.97,115311.242,115231.66199999998,115287.99346000874,115268.23550004448
2025-08-01 01:57:00,115276.06,115276.06,115186.0,115186.0,115303.16799999999,115231.532,115253.99564000583,115253.28359094547
2025-08-01 01:58:00,115257.61,115262.09,115217.95,115262.09,115276.10999999999,115245.071,115256.6937600039,115254.88475622812
2025-08-01 01:59:00,115277.68,115334.01,115277.68,115334.01,115271.51999999999,115265.67199999999,115282.46584000261,115269.27116418662
2025-08-01 02:00:00,115289.51,115315.85,115283.53,115315.85,115272.38399999999,115291.246,115293.59389333508,115277.74004342541
2025-08-01 02:01:00,115328.46,115347.27,115313.42,115330.33,115285.656,115298.449,115305.8392622234,115287.30185371169
2025-08-01 02:02:00,115292.66,115322.18,115281.71,115318.01,115312.058,115307.61300000001,115309.8961748156,115292.88515303683
2025-08-01 02:03:00,115331.26,115331.26,115265.87,115294.45,115318.53,115297.31999999999,115304.74744987706,115293.1696706665
2025-08-01 02:04:00,115289.23,115289.24,115221.07,115221.07,115295.942,115283.731,115276.85496658471,115280.06063963623
2025-08-01 02:05:00,115242.37,115291.17,115242.37,115291.17,115291.00600000001,115281.69499999999,115281.62664438982,115282.08052333874
2025-08-01 02:06:00,115358.83,115359.53,115336.08,115336.08,115292.156,115288.906,115299.77776292656,115291.89861000441
2025-08-01 02:07:00,115385.8,115417.34,115385.8,115417.34,115312.022,115312.04,115338.9651752844,115314.70613545814
2025-08-01 02:08:00,115423.53,115433.36,115416.0,115433.36,115339.804,115329.16699999999,115370.43011685627,115336.27956537483
2025-08-01 02:09:00,115416.02,115416.02,115324.89,115324.89,115360.568,115328.255,115355.25007790417,115334.20873530667
2025-08-01 02:10:00,115355.75,115428.86,115341.99,115407.96,115383.926,115337.46599999999,115372.82005193611,115347.61805616
2025-08-01 02:11:00,115428.86,115558.37,115428.86,115558.37,115428.384,115360.26999999999,115434.67003462408,115385.93659140363
2025-08-01 02:12:00,115545.46,115545.46,115511.03,115511.03,115447.122,115379.572,115460.12335641606,115408.68084751206
2025-08-01 02:13:00,115544.67,115579.79,115544.67,115579.79,115476.40800000001,115408.106,115500.01223761072,115439.79160250985
2025-08-01 02:14:00,115579.79,115600.0,115579.78,115600.0,115531.43000000001,115445.999,115533.34149174049,115468.92040205351
2025-08-01 02:15:00,115568.02,115568.02,115526.5,115526.5,115555.138,115469.532,115531.06099449366,115479.38941986195
2025-08-01 02:16:00,115540.49,115572.01,115540.49,115547.55,115552.974,115490.679,115536.55732966244,115491.78225261433
2025-08-01 02:17:00,115547.55,115610.0,115547.55,115610.0,115572.768,115509.94499999999,115561.03821977496,115513.27638850262
2025-08-01 02:18:00,115598.22,115660.39,115598.22,115660.39,115588.888,115532.648,115594.15547984999,115540.02431786577
2025-08-01 02:19:00,115669.63,115699.99,115660.39,115699.99,115608.88600000001,115570.15800000001,115629.43365323333,115569.1089873447
2025-08-01 02:20:00,115692.45,115748.21,115669.63,115748.21,115653.228,115604.183,115669.02576882222,115601.67280782748
2025-08-01 02:21:00,115748.21,115748.21,115732.86,115732.86,115690.29,115621.63200000001,115690.30384588148,115625.52502458611
2025-08-01 02:22:00,115708.16,115708.16,115671.36,115708.16,115709.92199999999,115641.345,115696.25589725433,115640.54956557044
2025-08-01 02:23:00,115732.85,115761.69,115732.85,115761.69,115730.182,115659.535,115718.06726483622,115662.57509910308
2025-08-01 02:24:00,115775.0,115810.7,115775.0,115800.01,115750.18600000002,115679.53600000001,115745.38150989082,115687.5632629025
2025-08-01 02:25:00,115802.11,115802.11,115719.64,115719.64,115744.472,115698.85,115736.80100659389,115693.39539692024
2025-08-01 02:26:00,115733.66,115733.66,115695.52,115695.52,115737.004,115713.647,115723.0406710626,115693.78168838928
2025-08-01 02:27:00,115727.77,115727.77,115660.41,115660.41,115727.454,115718.688,115702.1637807084,115687.71410868214
2025-08-01 02:28:00,115639.91,115639.91,115593.32,115593.32,115693.78,115711.981,115665.88252047228,115670.5515434672
2025-08-01 02:29:00,115591.5,115615.13,115587.79,115615.12,115656.802,115703.49399999999,115648.96168031485,115660.47308101862
2025-08-01 02:30:00,115639.99,115639.99,115593.31,115615.3,115635.93399999998,115690.20300000001,115637.74112020992,115652.25979356068
2025-08-01 02:31:00,115609.35,115625.16,115572.54,115608.58,115618.546,115677.775,115628.02074680662,115644.31801291328
2025-08-01 02:44:00,115934.02,115934.02,115900.46,115900.46,115666.55600000001,115697.005,115718.83383120442,115690.88928329268
2025-08-01 02:45:00,115861.46,115908.07,115850.19,115908.07,115729.50600000001,115711.64300000001,115781.91255413629,115730.37668633038
2025-08-01 02:46:00,115935.02,115994.19,115935.02,115994.19,115805.31999999999,115731.06100000002,115852.67170275754,115778.34274336122
2025-08-01 02:47:00,115978.18,116019.05,115978.18,115994.85,115881.23000000001,115758.58200000001,115900.06446850504,115817.70769911373
2025-08-01 02:48:00,115977.4,115977.4,115944.07,115945.34,115948.58200000001,115783.56400000001,115915.15631233671,115840.91357200214
2025-08-01 02:49:00,115935.03,115969.57,115935.03,115955.68,115959.626,115813.09099999999,115928.66420822448,115861.78019527448
2025-08-01 02:50:00,115945.29,115953.58,115904.12,115904.12,115958.83599999998,115844.171,115920.482805483,115869.4783415882
2025-08-01 02:51:00,115939.8,115968.04,115939.8,115968.04,115953.606,115879.46300000002,115936.33520365533,115887.3986431176
2025-08-01 02:52:00,115979.37,115990.36,115979.36,115990.36,115952.70800000001,115916.969,115954.34346910357,115906.1188898235
2025-08-01 02:53:00,115990.36,115990.36,115969.21,115969.21,115957.482,115953.032,115959.29897940239,115917.59000076467
2025-08-01 02:54:00,115984.0,115990.36,115984.0,115990.36,115964.41799999999,115962.022,115969.65265293492,115930.82090971654
2025-08-01 02:55:00,115983.99,115984.0,115970.73,115984.0,115980.394,115969.61499999999,115974.43510195662,115940.48983522262
2025-08-01 02:56:00,115984.0,115984.0,115970.74,115970.74,115980.93400000001,115967.26999999999,115973.20340130442,115945.98986518214
2025-08-01 02:57:00,115965.99,115995.55,115965.99,115995.55,115981.972,115967.34,115980.6522675363,115955.00079878539
2025-08-01 02:58:00,115995.54,115995.54,115935.56,115935.56,115975.242,115966.36200000001,115965.62151169087,115951.46610809714
2025-08-01 02:59:00,115935.57,115957.42,115935.57,115957.42,115968.65400000001,115966.536,115962.88767446058,115952.54863389765
2025-08-01 03:00:00,115985.97,115985.97,115964.91,115979.99,115967.852,115974.12299999999,115968.5884496404,115957.53797318897
2025-08-01 03:01:00,115990.14,115990.15,115950.01,115955.15,115964.73400000001,115972.834,115964.10896642694,115957.10379624552
2025-08-01 03:02:00,115919.53,115919.53,115818.27,115818.27,115929.278,115955.625,115915.49597761796,115931.86128783724
2025-08-01 03:03:00,115836.47,115837.0,115819.59,115837.0,115909.56600000002,115942.40400000001,115889.33065174532,115914.61378095773
2025-08-01 03:04:00,115837.0,115837.0,115829.09,115829.09,115883.9,115926.277,115869.25043449688,115899.06400260178
2025-08-01 03:05:00,115829.06,115829.07,115799.45,115799.45,115847.79199999999,115907.822,115845.98362299793,115880.95236576509
2025-08-01 03:06:00,115843.79,115861.8,115843.79,115855.03,115827.768,115896.251,115848.99908199863,115876.23920835325
2025-08-01 03:07:00,115911.26,115911.26,115884.06,115884.07,115840.928,115885.103,115860.6893879991,115877.66298865265
2025-08-01 03:08:00,115859.61,115900.0,115859.61,115891.7,115851.86799999999,115880.71699999999,115871.02625866607,115880.21517253398
2025-08-01 03:09:00,115882.41,115896.96,115855.49,115855.49,115857.148,115870.524,115865.84750577738,115875.71968661872
2025-08-01 03:10:00,115859.16,115859.16,115820.52,115820.52,115861.36200000001,115854.577,115850.73833718493,115865.68337996077
2025-08-01 03:11:00,115800.19,115813.99,115794.15,115794.15,115849.18600000002,115838.477,115831.87555812328,115852.67731087698
2025-08-01 03:12:00,115800.3,115826.89,115800.3,115826.89,115837.75,115839.33899999999,115830.21370541553,115847.98870889936
2025-08-01 03:13:00,115826.9,115826.9,115816.0,115816.0,115822.61000000002,115837.23899999999,115825.47580361036,115842.17258000856
2025-08-01 03:14:00,115816.0,115816.01,115815.99,115816.01,115814.71399999999,115835.93100000001,115822.32053574023,115837.41574727972
2025-08-01 03:15:00,115834.86,115860.0,115834.85,115854.01,115821.41199999998,115841.38700000002,115832.88369049349,115840.43288413796
2025-08-01 03:16:00,115854.01,115854.01,115848.23,115851.09,115832.8,115840.99299999999,115838.952460329,115842.37054156742
2025-08-01 03:17:00,115850.75,115882.18,115850.75,115882.18,115843.85800000001,115840.804,115853.36164021934,115849.6086249188
2025-08-01 03:18:00,115910.99,115939.0,115892.56,115892.56,115859.17,115840.88999999998,115866.42776014624,115857.41796584264
2025-08-01 03:19:00,115868.99,115907.68,115868.99,115907.68,115877.504,115846.10899999998,115880.17850676416,115866.55651750762
2025-08-01 03:20:00,115936.26,115972.5,115936.25,115972.5,115901.202,115861.30699999999,115910.95233784278,115885.81896886986
2025-08-01 03:21:00,115951.18,115986.14,115951.18,115986.14,115928.21199999998,115880.50599999998,115936.01489189519,115904.05915634806
2025-08-01 03:22:00,115994.19,116000.99,115994.19,116000.99,115951.974,115897.91600000001,115957.67326126347,115921.68294610296
2025-08-01 03:23:00,116021.48,116049.0,116021.48,116049.0,115983.26200000002,115921.21600000001,115988.11550750899,115944.83150135697
2025-08-01 03:24:00,116051.99,116052.0,116000.01,116000.01,116001.728,115939.616,115992.08033833934,115954.86395565569
2025-08-01 03:25:00,115986.13,115996.0,115945.03,115945.03,115996.23400000001,115948.718,115976.39689222624,115953.0759637183
2025-08-01 03:26:00,115955.88,116031.52,115955.88,116031.52,116005.31000000001,115966.76099999998,115994.77126148416,115967.3385157695
2025-08-01 03:27:00,116008.7,116042.78,116008.7,116027.99,116010.71,115981.34199999999,116005.84417432279,115978.36605835686
2025-08-01 03:28:00,116028.0,116051.99,116019.99,116051.99,116011.308,115997.28499999999,116021.2261162152,115991.75222956469
2025-08-01 03:29:00,116052.0,116052.0,116036.7,116036.71,116018.648,116010.18800000001,116026.38741081014,115999.92636964383
2025-08-01 03:30:00,116020.39,116035.61,115995.3,116035.61,116036.76400000001,116016.499,116029.46160720677,116006.41430243585
2025-08-01 03:31:00,116035.61,116035.61,116005.57,116005.57,116031.574,116018.442,116021.49773813786,116006.26079290206
2025-08-11 16:30:00,120540.92,120555.99,120540.92,120550.0,116935.976,116473.343,117530.99849209191,116832.39519419259
2025-08-11 16:31:00,120556.0,120578.23,120556.0,120578.23,117841.224,116926.26599999999,118546.74232806129,117513.45606797576
2025-08-11 16:32:00,120599.89,120599.89,120576.07,120587.99,118751.48000000001,117385.06400000001,119227.15821870754,118072.46223743471
2025-08-11 16:33:00,120578.24,120578.24,120550.0,120550.0,119654.35800000001,117845.56099999999,119668.10547913836,118522.92364881022
2025-08-11 16:34:00,120525.68,120525.68,120442.01,120442.01,120541.646,118286.60999999999,119926.0736527589,118871.84843993562
2025-08-11 16:35:00,120459.99,120499.3,120459.99,120482.15,120528.076,118732.026,120111.43243517261,119164.63054176551
2025-08-11 16:36:00,120497.99,120497.99,120445.58,120445.58,120501.546,119171.38500000001,120222.81495678175,119397.53044326269
2025-08-11 16:37:00,120445.59,120473.81,120444.3,120444.3,120472.808,119612.144,120296.64330452116,119587.85218085129
2025-08-11 16:38:00,120410.54,120410.54,120367.63,120367.63,120436.334,120045.34599999999,120320.30553634746,119729.62996615104
2025-08-11 16:39:00,120313.76,120313.76,120274.0,120289.84,120405.9,120473.773,120310.15035756497,119831.48633594176
2025-08-11 16:40:00,120269.53,120269.53,120047.57,120047.57,120318.98400000001,120423.53,120222.62357170999,119870.77427486144
2025-08-11 16:41:00,120016.75,120016.75,119984.01,120004.81,120230.83,120366.18800000001,120150.01904780667,119895.14440670481
2025-08-11 16:42:00,120004.81,120083.99,120004.81,120083.99,120158.76800000001,120315.78800000002,120128.00936520446,119929.47996912211
2025-08-11 16:43:00,120123.53,120150.01,120024.13,120024.13,120090.06800000001,120263.20099999997,120093.38291013632,119946.68906564536
2025-08-11 16:44:00,120030.0,120041.05,119950.01,119950.01,120022.102,120214.001,120045.59194009088,119947.29287189165
2025-08-11 16:45:00,119950.01,119970.01,119924.98,119951.07,120002.802,120160.893,120014.08462672726,119947.97962245681
2025-08-11 16:46:00,119975.21,120103.65,119975.21,120103.65,120022.56999999999,120126.70000000003,120043.93975115151,119976.28332746465
2025-08-11 16:47:00,120139.71,120171.48,120138.97,120171.48,120040.068,120099.41800000002,120086.45316743435,120011.77363156198
2025-08-11 16:48:00,120118.0,120125.0,120105.86,120112.79,120057.8,120073.93399999998,120095.2321116229,120030.14024400525
2025-08-11 16:49:00,120109.31,120109.31,120039.02,120053.3,120078.45800000001,120050.28,120081.25474108194,120034.35110873156
2025-08-11 16:50:00,120068.02,120093.69,120068.02,120090.14,120106.272,120054.53700000001,120084.21649405464,120044.49454350762
2025-08-11 16:51:00,120138.42,120152.0,120129.7,120129.7,120111.482,120067.026,120099.3776627031,120059.98644468805
2025-08-11 16:52:00,120165.74,120165.74,120160.68,120160.68,120109.322,120074.69499999999,120119.81177513541,120078.29436383567
